⻇	角:21,14,160,188:itaiji-005	仌:66,71,143,168:06
𧝧	衤:12,13,62,186:01	𢧐:69,14,186,188
𧝨	衤:9,13,65,186:01	詔:74,24,177,170
𧝩	衤:10,13,67,186:01	循:68,19,189,188
𧝫	衤:13,13,68,186:01	𭘧:73,14,183,186:j
𧝬	敝:13,15,186,106:03	衣:13,108,186,182:04
𧝮	衤:11,13,74,186:01	匊:79,14,179,124:02	心:77,129,183,179:04
𧝯	衤:12,13,60,186:01	耳:65,28,118,186:01	衣:113,15,184,180:j
𧝱	衤:8,13,68,186:01	寋:73,13,185,181:jv
𧝲	衤:12,13,73,186:01	豦:72,13,182,185:j
𧝳	衤:11,13,67,186:01	敫:62,16,188,189:02
𧝴	衤:9,13,65,186:01	督:72,14,179,174:j
𧝶	衤:11,13,74,186:01	葛:73,13,187,182:02
𧝷	毁:14,17,182,105	衣:13,107,186,180:04
𧝸	衤:9,13,65,186:01	雍:70,14,188,187:j
𧝹	吂:32,14,185,80:03	月:13,98,55,187:01	衣:64,90,126,184:01	丮:112,95,182,188:itaiji-002
𧝺	衣:11,13,185,180:10	楙:14,40,184,128:03
𧝻	衣:11,13,185,180:10	舟:14,40,92,134:01	灷:87,39,184,133:j
𧝼	衤:10,13,63,186:01	剽:59,15,174,182:02-var-001
𧝿	衤:13,13,73,186:01	畺:73,26,187,180:08
𧞁	衤:12,15,73,186:01	䪞:77,29,184,177:j
𧞂	衣:11,13,185,180:10	羽:21,45,168,90:03-var-004	臼:40,87,162,123:03
𧞃	衤:12,13,66,186:01	辟:57,16,188,186:02
𧞄	衤:12,13,72,186:01	粵:71,15,189,182:jv
𧞅	衤:11,13,67,186:01	達:69,14,185,181:k
𧞆	衤:8,13,66,186:01	訁:73,30,123,173:01	羊:124,16,192,187:02
𧞇	衤:12,13,68,186:01	愛:71,18,179,188:02
𧞈	暖:22,18,188,116:ue0101	衣:13,117,186,180:04
𧞉	楙:13,15,186,111:03	衣:13,111,186,182:04
𧞊	衤:12,13,66,186:01	解:67,15,188,189:02
𧞋	衤:12,13,71,186:01	廉:67,14,189,187:02
𧞍	衤:11,13,67,186:01	察:69,12,184,181:j
𧞎	衤:11,13,72,186:01	㥯:75,19,186,181
𧞐	斲:14,18,188,107:ue0102	衣:12,107,185,181:04
𧞑	衤:13,13,71,186:01	𫎇:77,13,181,181:j
𧞒	穀:14,13,182,118:j	衣:13,115,186,181:04
𧞓	衤:13,13,69,186:01	齊:69,13,185,188:02
𧞔	衤:11,13,70,186:01	蓋:73,13,188,186
𧞕	㼲:14,19,185,113	衣:13,118,186,182:04
𧞖	衤:13,13,62,186:01	端:66,14,188,186
𧞗	衣:11,13,185,180:10	斲:14,45,188,130:ue0102
𧞙	甄:17,20,184,104:itaiji-001	衣:13,113,186,181:04
𧞚	亠:15,15,185,37:03	舟:16,44,91,122:01	𠔉:82,44,182,117:03	衣:13,115,186,181:04
𧞝	衤:13,13,64,186:01	厂:63,25,188,189:05	𭘧:87,32,181,185:j
𧞞	衤:12,13,68,186:01	熊:66,16,184,184:02
𧞠	臯:13,16,96,186:01-var-003	衣:90,15,184,103:03	乂:88,114,180,185:g
𧞡	𡡅:14,15,186,119	衣:13,118,186,182:04
𧞣	衤:10,13,64,186:01	厭:66,28,188,189:02
𧞤	衤:11,13,74,186:01	蒦:78,13,189,185:02
𧞥	裔:11,14,98,185	妥:97,19,188,186:ue0101
𧞨	衤:11,13,59,186:01	歐:75,16,183,189:var-003
𧞩	衤:11,13,65,186:01	𢧵:62,14,186,187
𧞪	衤:11,13,72,186:01	巤:72,15,183,182
𧞫	衤:13,13,69,186:01	豎:79,25,184,177
𧞬	衤:10,13,69,186:01	韯:70,13,184,188:j
𧞯	麃:13,13,186,122	衣:13,120,186,182:04
𧞰	衤:10,13,67,186:01	慼:70,12,184,177:j
𧞱	衤:8,13,66,186:01	𪊘:67,13,189,186:var-001
𧞲	衤:12,13,68,186:01	𠁗:72,14,189,188:02
𧞵	衤:11,13,72,186:01	厲:60,30,188,187:02
𧞶	衤:9,13,73,186:01	篤:77,13,188,183
𧞷	衤:12,13,73,186:01	褱:66,13,185,181:02
𧞸	衤:9,13,65,186:01	遺:69,14,187,181:k
𧞹	士:13,14,102,43:03	冖:16,48,97,71:03	豕:18,70,93,128:01	殳:94,20,184,124:02	衣:13,125,186,183:04
𧞺	𣚯:14,15,182,126	衣:12,128,184,181:04
𧞻	衣:11,13,185,180:10	𤕦:22,42,179,127
𧞽	衤:9,13,65,186:01	遲:69,21,184,181:j
𧞾	衤:12,13,63,186:01	默:71,14,185,189
𧞿	衤:12,13,67,186:01	歷:55,29,188,187:02
𧟀	衤:12,13,61,186:01	戰:66,14,186,188:j
𧟁	衤:12,13,61,186:01	駢:69,15,189,188
𧟂	衤:12,13,66,186:01	彊:76,26,187,182
𧟃	衤:13,13,72,186:01	巂:76,13,187,183:j
𧟄	衤:12,13,72,186:01	襄:74,14,188,181:02
𧟅	衤:12,13,71,186:01	𧷗:75,13,188,187
𧟆	衤:12,13,70,186:01	薦:74,14,188,186:j
𧟇	衤:13,13,70,186:01	龠:67,14,181,184:j
𧟈	衤:12,13,66,186:01	𤐫:68,15,185,186:var-001
𧟉	衤:12,13,68,186:01	𥳑:73,14,188,185:j
𧟊	衤:12,13,72,186:01	㬥:69,24,185,186:02
𧟋	衤:10,13,67,186:01	藍:70,13,188,186
𧟌	衤:12,13,68,186:01	羅:74,21,189,184:j
𧟍	衤:13,13,69,186:01	羆:77,21,181,183:j
𧟏	龻:13,17,184,117:var-001	衣:13,112,186,181:04
𧟐	衤:8,13,71,186:01	蠒:66,26,188,182
𧟓	衤:12,13,65,186:01	嚴:64,22,188,186:j
𧟔	衤:12,13,65,186:01	𣍘:71,13,186,176:j
𧟕	衤:8,13,56,186:01	疉:61,28,185,177
𧟗	衤:12,13,61,186:01	卛:67,16,186,186
𧟘	衤:12,13,68,186:01	囊:73,13,186,180:j
𧟙	衤:12,13,68,186:01	靈:67,24,189,182:02
𧟚	衤:8,13,71,186:01	薾:71,13,186,135	虫:75,135,180,184:04
𧟜	衤:10,13,59,186:01	𰙉:66,13,184,185:jv
𧟝	衤:13,13,59,186:01	钁:61,15,184,187
𧟞	衤:12,13,62,186:01	𧟛:71,13,184,182:j
𧟟	龖:13,13,185,117:j	衣:13,120,186,182:04
𧟢	乙:16,23,182,182:05	西:13,49,137,171:07
𧟣	襾:21,25,180,106:03	几:13,106,183,180:j
𧟤	襾:21,25,181,100:03	廾:13,93,188,188:04
𧟦	覀:17,26,183,99:03	丌:19,122,181,186:04
𧟧	襾:19,25,183,100:03	太:13,92,184,187:j
𧟨	襾:19,25,183,99:03	升:19,97,183,188:jn
𧟩	襾:19,26,183,85:03	月:48,99,152,186:04
𧟪	西:14,23,186,100	玉:14,121,186,181:04
𧟫	西:12,31,91,166:01	可:94,35,188,183:02
𧟬	覀:14,25,186,82:03-var-003	丘:14,93,188,177:j
𧟭	𢦏:12,13,188,188:05	西:16,80,119,169:07
𧟯	垔:15,28,91,180:g01	兮:92,25,182,182:02
𧟰	勿:12,15,86,188:jn	要:96,30,187,185:08
𧟱	襾:19,23,183,72:03	服:13,85,178,186:ue0101
𧟳	襾:19,25,183,77:03	𦙚:17,89,172,186:jv
𧟴	襾:20,25,180,81:03	金:13,73,179,178:j
𧟵	覀:15,24,185,71:03-var-003	服:13,85,178,186:ue0101
𧟶	覀:15,24,185,71:03-var-003	𦙚:17,89,172,186:jv
𧟸	覀:15,25,185,71:03-var-003	佰:14,84,188,187
𧟹	襾:19,25,183,67:03	𣆉:14,75,186,186
𧟺	襾:19,23,183,77:03-itaiji-001	玲:15,78,184,185
𧟼	襾:19,24,183,80:03	烓:18,86,183,186
𧟽	襾:19,24,183,71:03	能:14,69,179,184:j
𧟾	襾:19,23,183,77:03-itaiji-001	珤:15,79,189,178
𧠁	西:12,31,84,166:01	華:84,13,188,187:j
𧠂	襾:19,25,183,70:03	厂:12,84,188,193:05	䚺:47,93,184,188
𧠃	襾:19,22,183,61:03	彳:13,67,67,185:01	𠰞:70,65,183,140	夂:70,143,177,187:04
𧠄	襾:19,22,183,66:03	𩊐:14,73,184,185
𧠅	覀:11,23,110,64:03	彳:12,72,44,185:01	复:46,71,105,187:01	邑:120,26,183,174:02
𧠈	又:19,24,172,78:07	見:12,86,182,188:j
𧠉	也:12,14,99,171:j	見:77,27,182,188:02-var-008
𧠋	見:12,20,184,111:j	廾:13,112,187,187:04
𧠌	見:13,28,177,185:05	廾:74,21,187,165:j
𧠎	巿:13,15,97,186:01	見:68,27,184,188:02-var-008
𧠏	厄:16,33,98,181:j	見:71,27,183,188:02-var-008
𧠐	見:12,26,181,186:05	予:94,26,177,158:02
𧠑	見:12,26,181,186:05	毛:90,21,178,153:02
𧠒	𡈼:15,21,89,164:01	見:61,27,182,188:02-var-008
𧠓	𠔿:43,24,158,81:j	見:12,86,182,189:04
𧠔	𬼆:13,20,84,188:01	見:65,27,183,188:02-var-008
𧠕	見:12,25,183,188:05	斗:82,19,187,166:02
𧠖	見:13,28,177,185:05	牙:76,28,184,159:07
𧠗	見:13,28,177,185:05	日:96,27,159,143:j
𧠘	見:13,28,177,185:05	爪:73,20,175,165:j
𧠙	見:70,27,182,188:02-var-008	爪:12,19,97,186:j
𧠚	分:13,28,97,186:01	見:74,27,183,188:02-var-008
𧠛	止:14,15,103,170:01	見:68,27,183,188:02-var-008
𧠜	台:13,17,93,171:08	見:73,27,182,188:02-var-008
𧠝	㐱:13,15,93,187:01	見:71,27,183,188:02-var-008
𧠞	戹:12,18,93,181	見:75,27,184,188:02-var-008
𧠟	氐:15,23,100,177:01	見:76,27,183,188:02-var-008
𧠠	民:18,31,102,178:01	見:82,27,183,188:02-var-008
𧠡	㐌:13,15,91,174:j	見:87,25,183,188:j
𧠢	且:14,31,95,166:01	見:65,27,183,188:02-var-008
𧠣	疋:13,32,97,186:01	見:78,27,184,188:02-var-008
𧠥	𪩲:13,15,102,185:jv	見:75,27,184,188:02-var-008
𧠦	見:13,28,177,185:05	目:95,27,159,143:j
𧠧	永:11,13,101,183:01	見:78,27,183,188:02
𧠨	𠂢:18,20,176,91:ue0102	見:12,103,182,188:04
𧠩	共:14,14,184,114:03	見:19,90,175,188:04
𧠪	尗:13,15,102,182:01	見:73,27,184,188:02-var-008
𧠫	至:14,31,90,173:01	見:61,27,182,188:02-var-008
𧠬	㠩:12,17,101,189	見:100,27,183,188:02-var-003
𧠭	見:12,26,181,186:05	交:66,13,176,165:02
𧠮	見:12,25,182,126:jn	吅:32,137,168,174:j
𧠯	吉:13,15,97,159:01	見:71,27,183,188:02
𧠰	巟:13,14,103,188:01	見:81,27,183,188:02
𧠱	工:12,24,98,70:j	夕:12,78,85,188:01	見:70,27,183,188:02-var-008
𧠲	回:24,34,90,152:01	見:74,27,183,188:02-var-008
𧠴	見:12,26,181,186:05	寺:80,12,189,159:02
𧠵	朿:12,13,99,186:01	見:74,27,183,188:02-var-008
𧠶	有:11,14,101,186:08	見:76,27,181,188:02-var-008
𧠷	交:12,15,101,188:01	見:75,27,183,188:02
𧠸	又:15,20,86,98:07-var-001	木:13,91,92,187:06	見:68,27,183,188:02-var-008
𧠹	圭:13,14,99,173:01	見:68,27,183,188:02
𧠺	先:12,16,104,185:01	見:70,27,182,188:02-var-008
𧠻	見:12,26,181,186:05	言:81,29,185,151:02
𧠼	吿:13,18,92,169:j	見:68,27,183,188:02-var-008
𧠽	宀:15,13,93,71:03	夭:21,71,92,187:01	見:75,27,184,188:02-var-008
𧠾	孚:13,21,99,183:01	見:73,27,184,188:02-var-008
𧠿	月:13,24,60,188:01	彡:66,15,111,187:j	見:97,26,182,186:02-var-008
𧡁	㞷:14,13,100,179:01	見:68,27,183,188:02
𧡂	土:12,14,97,89:j	火:10,96,89,189:06-var-001	見:71,27,183,188:02-var-008
𧡃	宏:12,12,93,173:01	見:77,27,182,188:02-var-008
𧡄	見:13,28,177,185:05	豕:77,28,181,158:02
𧡅	大:12,18,103,88:03-var-001	夭:19,88,97,188:01	見:75,27,184,188:02-var-008
𧡆	目:27,35,62,148:01	𫝎:73,27,183,188:jv
𧡇	見:13,28,177,185:05	男:80,31,166,162:j
𧡈	口:28,26,81,74:j	𡈼:18,92,91,173:01	見:68,27,183,188:02-var-008
𧡊	体:13,15,185,94:j	見:12,103,182,188:04
𧡋	厂:13,28,101,189:05	圭:30,37,101,176:01	見:78,27,184,188:02-var-008
𧡌	肩:12,19,84,187:ue0101	見:78,27,184,188:02-var-008
𧡍	東:13,14,97,187:01	見:68,27,183,188:02-var-008
𧡎	兒:11,18,97,185:01	見:68,27,183,188:02-var-008
𧡏	叕:12,24,99,188:01	見:88,27,183,188:02-var-008
𧡐	知:13,17,111,187:01	見:101,27,183,188:02-var-008
𧡑	𠧢:25,16,102,174:01	見:78,27,184,188:02-var-008
𧡒	見:12,26,181,186:05	𠂢:73,23,178,161:02-var-002
𧡓	受:13,18,96,187:01	見:83,27,183,188:02-var-008
𧡕	見:12,26,181,186:05	叔:76,15,177,166:08
𧡖	隹:12,15,106,160:j	見:80,27,182,188:02-var-008
𧡗	主:15,11,99,110	廾:13,117,102,186:04	見:75,27,184,188:02-var-008
𧡘	𰧭:13,14,99,182:01	見:68,27,183,188:02-var-008
𧡙	廿:13,14,103,89:j	火:13,101,94,187:06-var-001	見:75,27,183,188:02-var-008
𧡚	直:19,14,98,169:07	見:91,25,181,188:j
𧡛	來:16,11,183,98:03	見:12,101,182,190:04
𧡜	明:31,22,169,100:j	見:12,105,182,187:j
𧡝	見:13,28,177,185:05	典:75,20,178,163:j
𧡞	佳:13,14,115,186:01	見:93,27,184,188:02-var-008
𧡟	並:20,15,181,79:03	見:12,94,182,188:04
𧡡	軍:13,15,105,186:j	見:83,27,183,188:02-var-008
𧡢	宣:13,11,100,182:01	見:75,27,184,188:02-var-008
𧡣	秋:13,14,179,93:03	見:12,104,182,188:04
𧡤	扁:12,17,99,185:j	見:106,27,184,188:02-var-003
𧡥	巷:13,16,109,180:01	見:84,27,183,188:02-var-008
𧡦	𠂤:27,15,87,123:01	廾:12,123,103,187:04	見:84,21,181,188:j
𧡧	宀:16,12,175,68:03	𦈢:24,56,99,180:01	見:68,65,174,186:02-var-008
𧡨	是:12,25,179,187:05	見:74,26,182,165:02-var-008
𧡩	爰:13,17,103,187:01	見:77,27,182,188:02-var-008
𧡪	甚:12,16,104,170:08	見:77,27,182,188:02-var-008
𧡫	癸:14,21,101,188:01	見:80,27,183,188:02-var-008
𧡬	舟:14,15,76,188:01	彡:66,23,112,188:j	見:99,27,183,188:02-var-008
𧡭	見:12,26,181,186:05	昰:76,25,176,156:j
𧡮	相:13,14,174,89:09	見:12,99,182,187:04
𧡯	月:13,24,60,188:01	䂓:68,17,183,188
𧡰	昰:14,27,101,179:01	見:77,27,182,188:02-var-008
𧡱	音:12,14,100,174:01	見:77,27,184,188:02-var-008
𧡲	春:12,14,107,174:j	見:85,27,183,188:02-var-008
𧡴	柬:12,16,102,184:01	見:77,27,182,188:02
𧡵	耷:13,13,105,185	見:87,27,184,188:02-var-008
𧡶	星:12,25,101,179:01	見:80,27,184,188:02-var-008
𧡷	見:12,26,181,186:05	䍃:79,16,185,153:02
𧡸	𠁁:15,28,115,180:01	見:83,27,183,188:02-var-008
𧡹	𠧴:20,14,110,168	見:85,27,185,188:02-var-008
𧡺	耆:11,13,104,174:j	見:89,27,183,188:02-var-005
𧡻	𡇢:26,28,98,172:08	見:92,27,182,188:02-var-005
𧡼	臣:21,22,97,85:j	火:93,14,180,95:j	見:12,101,182,187:04
𧡽	來:11,15,97,187:01	刀:93,21,175,66:07	見:75,78,184,187:02-var-008
𧡾	䍃:12,16,102,172:01	見:75,27,182,188:02-var-008
𧡿	𣐽:13,14,105,186:01	見:75,27,184,188:02
𧢀	栗:13,29,103,187:01	見:78,27,183,188:02-var-008
𧢁	見:12,26,181,186:05	辱:75,28,186,160:itaiji-002
𧢂	殹:25,23,181,98:03-var-001	見:12,105,182,188:04
𧢃	婁:13,14,108,187:01	見:83,27,183,188:02-var-008
𧢄	票:13,26,103,182:01	見:83,27,183,188:02-var-008
𧢅	覞:14,21,183,125:jn	心:18,126,179,178:04-var-005
𧢆	舂:13,12,185,96:j	見:12,109,182,186:04
𧢈	問:20,27,106,186:j	見:101,27,183,188:02
𧢊	見:13,28,177,185:05	欲:75,16,174,165:var-001
𧢌	臯:13,16,104,186:01-var-003	見:81,27,183,188:02-var-008
𧢍	敝:13,14,186,103:03	見:12,109,182,188:04
𧢎	棥:12,15,126,185:01	見:112,27,183,188:02-var-008
𧢏	止:13,14,104,59:03	厂:13,79,101,188:05	圭:30,83,101,179:01	見:78,27,184,188:02-var-008
𧢐	曾:12,25,103,171:08	見:87,27,184,188:02-var-008
𧢑	見:13,27,83,189:01	間:86,28,177,185:j
𧢒	微:12,17,138,188:k	見:126,27,184,188:02-var-008
𧢓	微:11,13,188,108:k	見:12,114,182,187:04
𧢔	朿:12,13,110,100:03-var-004	貝:14,100,98,188:01	見:90,27,182,188:02-var-008
𧢗	𠨣:16,19,105,177:01-var-002	見:88,27,184,188:02-var-008
𧢘	賔:15,15,102,188:01	見:101,25,186,188:j
𧢙	見:13,28,177,185:05	盡:75,16,180,158:j
𧢚	𡏳:12,15,101,180:01	見:78,27,184,188:02-var-008
𧢜	樊:13,15,117,188:01	見:99,27,183,188:02-var-008
𧢝	厲:12,27,110,182:j	見:91,27,183,188:02-var-008
𧢟	齒:15,14,98,170:01	見:74,27,183,188:02
𧢠	見:13,28,177,185:05	崔:78,19,137,147:j	攵:125,16,181,163:02
𧢡	見:12,26,181,186:05	徵:71,15,182,165:j
𧢢	龠:13,16,110,185:01	見:96,27,182,188:02-var-008
𧢣	棥:12,13,126,107:01	又:11,123,59,189:01	㐄:65,112,129,187:ue0101	見:112,27,183,188:02-var-008
𧢤	見:12,26,181,186:05	薇:70,14,182,163:j
𧢥	霝:18,28,115,172:j	見:109,27,182,188:02-var-008
𧢦	歸:16,13,189,108:j	見:12,115,182,189:04
𧢨	𤐫:13,15,113,187:01	見:96,27,182,188:02-var-008
𧢩	瞿:11,23,108,177:j	見:87,27,183,188:02-var-008
𧢫	歸:15,15,123,187:j	見:109,27,184,188:02-var-008
𧢬	堯:13,15,86,187:01	覞:82,27,183,189
𧢭	矍:12,26,115,188:01	見:96,27,183,188:02-var-008
𧢱	靈:14,23,103,181:01	覺:100,18,180,186:j
𧢲	角:21,14,160,188:itaiji-005	仌:66,71,143,168:06
𧢳	角:13,15,95,187:01	乚:125,16,182,174:02
𧢴	角:14,15,94,187:01	丁:99,38,187,181:02
𧢵	角:14,15,92,187:01	丂:98,38,183,183:02
𧢶	角:13,15,84,187:01	𠤎:93,17,183,173:02
𧢷	角:12,15,82,187:01	叉:83,34,180,188:02-var-002
𧢸	角:13,15,85,187:01	工:97,36,188,171:02
𧢹	角:12,15,78,187:01	巾:102,19,174,186:02
𧢺	角:13,15,82,187:01	弓:105,32,175,182:j
𧢻	角:20,15,152,109	牛:12,107,188,185:04
𧢼	爿:12,13,63,188:01	角:70,16,173,186:02
𧢽	角:13,15,73,187:01	化:83,15,178,186:ue0101
𧢿	角:13,15,83,187:01	巿:85,15,189,186:02
𧣂	角:12,15,82,187:01	厄:87,35,186,188:02
𧣃	角:10,15,84,187:01	巴:110,31,181,169:02
𧣄	角:14,15,90,187:01	支:83,15,186,188:02
𧣅	角:22,65,158,187:04	比:14,14,181,69:09
𧣆	止:12,13,188,67:03	角:22,76,158,187:04
𧣇	角:13,15,81,187:01	殳:82,28,184,188:02
𧣈	角:12,15,80,187:01	牛:91,16,187,184:j
𧣉	片:12,16,90,186:01	角:82,16,174,186:02
𧣊	角:12,15,80,187:01	斤:84,24,189,188:02
𧣌	火:12,18,79,185:01	角:70,16,173,186:02
𧣎	角:12,15,75,187:01	𢆰:85,32,186,182:02-var-001
𧣏	角:12,15,87,187:01	匀:100,16,180,181:02
𧣐	角:13,15,86,187:01	牙:78,31,189,188:02-var-003
𧣑	角:14,15,90,187:01	甘:102,19,187,169:08
𧣒	角:12,15,86,187:01	巨:99,31,186,175:ue0101
𧣓	角:12,15,81,187:01	主:88,19,187,179:02-var-001
𧣔	角:12,15,86,187:01	石:88,36,187,167:02
𧣕	角:12,15,86,187:01	囚:109,31,176,172
𧣖	角:12,15,86,187:01	它:100,17,180,176:02
𧣗	角:12,15,80,187:01	古:89,16,188,169:j
𧣘	角:13,15,78,187:01	𪩲:87,15,189,185:jv
𧣙	角:13,15,88,187:01	玄:95,16,186,181:02
𧣚	角:13,15,88,187:01	𢎥:100,26,175,182:02-var-001
𧣛	角:12,15,77,187:01	四:100,27,178,168:02
𧣜	角:12,15,78,187:01	丘:86,26,188,177:02
𧣝	角:14,15,91,187:01	乍:96,14,187,186:02
𧣞	角:13,17,85,187:01	且:93,28,186,178:02
𧣟	角:13,15,82,187:01	㐌:91,18,185,178:j
𧣡	多:13,15,90,188:01	角:85,16,176,186:02
𧣢	角:12,15,77,187:01	艮:89,27,183,182:02
𧣤	角:14,15,86,187:01	㫐:108,25,180,176:ja
𧣥	角:12,15,75,187:01	兊:82,25,183,188:j
𧣦	角:12,15,81,187:01	交:88,15,187,186:j
𧣧	角:12,15,76,187:01	夷:83,15,186,186:j
𧣩	角:12,15,78,187:01	希:84,19,189,185:j
𧣪	角:12,15,74,187:01	肖:81,16,183,186:k02
𧣫	角:13,15,84,187:01	足:87,27,182,188:02
𧣬	角:14,15,83,187:01	冝:93,16,187,178:02
𧣭	角:12,15,83,187:01	豸:93,18,182,182:08
𧣮	角:11,15,75,187:01	酉:85,29,190,171:j
𧣯	折:15,11,187,92:j	角:22,98,158,187:04
𧣰	角:13,15,82,187:01	𠄢:94,31,186,179:02-var-001
𧣱	角:13,15,77,187:01	𢦙:86,14,185,188:02
𧣲	角:12,15,80,187:01	更:77,30,188,188:02
𧣳	角:13,15,78,187:01	谷:87,21,182,171:02
𧣴	角:13,15,86,187:01	戔:85,14,185,187:02
𧣵	角:14,15,86,187:01	侖:96,17,181,186:02
𧣶	角:13,15,84,187:01	兕:91,22,181,187:02
𧣷	角:12,15,74,187:01	周:83,30,176,188:k02
𧣸	角:13,15,74,187:01	叕:74,23,180,188:02
𧣹	角:12,15,77,187:01	炎:82,16,181,187:02-var-001
𧣻	角:13,15,82,187:01	居:88,29,187,186:02
𧣼	角:13,15,76,187:01	或:86,14,188,188:02
𧣽	角:13,15,85,187:01	隹:91,18,187,173:02
𧣾	角:13,15,75,187:01	虎:87,13,181,185:j
𧣿	角:12,15,80,187:01	𨐌:89,13,186,185
𧤀	角:11,15,76,187:01	京:84,14,188,182:j
𧤁	角:12,15,80,187:01	夌:82,14,186,188:02
𧤂	夌:11,15,98,188:01	角:89,16,173,186:02
𧤃	角:13,15,85,187:01	畀:93,28,187,186
𧤄	角:14,15,79,187:01	𠒃:76,14,186,188:02
𧤅	或:18,14,181,96:j	角:22,97,158,186:04
𧤆	角:12,15,67,187:01	弥:82,17,184,183:var-001
𧤇	角:12,15,77,187:01	𣏋:85,13,187,185:02-var-001
𧤈	角:12,15,82,187:01	𣏼:92,13,185,187:jv
𧤉	角:12,15,80,187:01	𦙃:102,22,188,185:08
𧤊	制:13,13,173,93	角:22,96,158,186:04
𧤋	角:12,15,74,187:01	𢇂:85,15,186,189:j
𧤍	角:13,15,81,187:01	帝:92,13,179,186:v08
𧤎	角:13,15,74,187:01	宣:82,14,188,178:02
𧤏	角:12,15,78,187:01	咠:92,23,188,186:j
𧤐	角:13,15,74,187:01	咼:99,29,176,186:08
𧤑	𡘑:14,19,182,119:03-var-001	角:22,96,152,187:14
𧤔	角:14,15,80,187:01	癹:86,12,181,187:02
𧤕	角:12,15,75,187:01	酋:83,24,183,173:02
𧤖	角:12,15,76,187:01	畏:89,24,186,181:02
𧤗	角:13,15,78,187:01	耑:86,15,188,185:j
𧤘	是:12,25,179,187:05	角:95,16,177,164
𧤙	秋:13,14,179,93:03	角:22,91,158,186:04
𧤚	角:11,15,76,187:01	亰:83,14,188,183:j
𧤛	角:11,15,77,187:01	秦:81,14,188,187:02-var-001
𧤜	角:12,15,76,187:01	鬲:91,28,182,185:02
𧤝	角:12,15,74,187:01	留:87,20,178,173:j
𧤞	角:11,15,82,187:01	旁:87,14,185,187:02
𧤟	角:10,15,70,187:01	氣:77,17,183,186:j
𧤠	角:12,15,72,187:01	桀:82,13,187,186:var-003
𧤡	角:12,15,69,187:01	致:80,14,187,188:jn
𧤣	角:12,15,76,187:01	草:83,14,189,185:j
𧤤	角:13,15,74,187:01	隽:83,15,184,185:j
𧤦	角:13,15,75,187:01	𠳮:88,14,188,185:jv
𧤨	角:12,15,75,187:01	晏:88,22,184,185:02
𧤩	角:12,15,80,187:01	眔:86,25,180,186:t02
𧤪	𧣽:12,14,186,122	乃:28,133,163,185:04
𧤫	角:14,15,76,187:01	𰲚:83,19,180,188:jv
𧤭	巴:22,22,182,180:10	解:71,13,188,168:02
𧤮	角:13,15,79,187:01	右:89,15,189,88:j	右:91,98,189,178:j
𧤯	角:11,15,76,187:01	國:97,28,178,173
𧤰	角:13,15,65,187:01	㪷:75,14,187,186:02
𧤱	角:12,15,80,187:01	莘:88,13,189,186:j
𧤲	角:13,15,75,187:01	𤉄:87,29,184,185:jv
𧤴	殸:12,13,181,107:03	角:22,93,158,185:04
𧤵	角:14,15,68,187:01	堅:79,25,188,179:02-var-001
𧤶	角:13,15,75,187:01	豕:87,24,184,117:j	心:89,127,184,176:07
𧤷	角:13,15,78,187:01	𪺏:89,19,185,182
𧤸	角:12,15,77,187:01	𡕩:86,16,181,187:itaiji-001
𧤹	推:16,13,184,96:j	角:22,98,158,186:04
𧤺	角:13,15,73,187:01	奢:82,14,185,174:j
𧤻	角:13,15,73,187:01	華:81,13,188,187:j
𧤽	角:13,15,72,187:01	閒:94,27,178,186:j
𧤾	角:12,15,73,187:01	矞:80,18,182,184:j
𧥁	解:13,15,187,121:03	向:32,111,168,184:j
𧥃	角:12,15,68,187:01	隊:89,26,185,186:k
𧥄	角:12,15,66,187:01	戢:77,14,187,188:j
𧥅	角:11,15,76,187:01	𡻎:83,13,184,186
𧥇	角:13,15,73,187:01	嵬:79,14,183,187:j
𧥈	角:12,15,72,187:01	監:80,17,186,181
𧥊	角:12,15,67,187:01	𣣴:77,16,185,189
𧥎	角:12,15,72,187:01	𢿌:78,16,182,183
𧥏	角:12,15,77,187:01	𮥼:88,15,186,183:jv
𧥐	角:13,15,71,187:01	養:80,14,186,182:ue0101
𧥑	𢨋:5,13,191,128:j	角:17,122,161,186:04
𧥒	角:12,15,78,187:01	兔:86,14,184,100:j	兔:86,96,184,187:j
𧥓	角:13,15,74,187:01	毚:76,14,183,186:02
𧥔	巴:22,22,182,180:10	觸:66,15,178,164
𧥖	角:12,15,70,187:01	麗:78,24,185,188
𧥗	角:13,15,70,187:01	𪋘:79,22,184,185:var-003
𧥘	角:14,14,85,88:01	隹:91,16,188,85:02	蜀:17,99,172,182:j
𧥙	咸:12,14,105,65:j	咸:12,69,105,120:j	角:13,122,95,185:04	攴:97,15,187,188:02
𧥚	咸:12,12,98,98	咸:12,99,98,186	攴:98,14,183,99:j	角:106,97,177,186:04
𧥟	訁:16,30,88,173:01	𠃌:90,35,174,179:02
𧥠	九:12,14,90,188:01	言:95,32,188,168:02
𧥡	廴:14,34,179,186:jn	言:71,28,187,142:j
𧥢	大:14,14,182,84:03	言:31,71,169,172:14
𧥣	訁:14,30,96,173:01	口:113,34,175,161:j
𧥤	訁:16,30,84,173:01	尸:80,28,170,187:j
𧥥	巛:37,17,156,57:03	言:15,72,184,176:04
𧥦	訁:16,30,84,173:01	亏:84,29,188,183:j
